year,musician_x,work,category,status,cleaned_musician,musician_y,ethnicity,shared_award,Column1,id,total_percentage,status/ethnicity
2022,Jon Batiste,We Are,album-of-the-year,winner,Jon Batiste,Jon Batiste,UR,,,1,0.6666666666666666,UR winner
2022,Tony Bennett & Lady Gaga,Love for Sale,album-of-the-year,nominee,Tony Bennett  Lady Gaga,Tony Bennett & Lady Gaga,white,,,2,0.6666666666666666,white nominee
2022,Justin Bieber,Justice,album-of-the-year,nominee,Justin Bieber,Justin Bieber,white,,,3,0.6666666666666666,white nominee
2022,Doja Cat,Planet Her,album-of-the-year,nominee,Doja Cat,Doja Cat,UR,,,4,0.6666666666666666,UR nominee
2022,Billie Eilish,Happier Than Ever,album-of-the-year,nominee,Billie Eilish,Billie Eilish,white,,,5,0.6666666666666666,white nominee
2022,H.E.R.,Back of My Mind,album-of-the-year,nominee,HER,H.E.R.,UR,,,6,0.6666666666666666,UR nominee
2022,Lil Nas X,Montero,album-of-the-year,nominee,Lil Nas X,Lil Nas X,UR,,,7,0.6666666666666666,UR nominee
2022,Olivia Rodrigo,Sour,album-of-the-year,nominee,Olivia Rodrigo,Olivia Rodrigo,UR,,,8,0.6666666666666666,UR nominee
2022,Taylor Swift,Evermore,album-of-the-year,nominee,Taylor Swift,Taylor Swift,white,,,9,0.6666666666666666,white nominee
2022,Kanye West,Donda,album-of-the-year,nominee,Kanye West,Kanye West,UR,,,10,0.6666666666666666,UR nominee
2021,Taylor Swift,Folklore,album-of-the-year,winner,Taylor Swift,Taylor Swift,white,,,11,0.5416666666666666,white winner
2021,Jhene Aiko,Chilombo,album-of-the-year,nominee,Jhene Aiko,Jhene Aiko,UR,,,12,0.5416666666666666,UR nominee
2021,Black Pumas,Black Pumas (Deluxe Edition),album-of-the-year,nominee,Black Pumas,Black Pumas,UR,,,13,0.5416666666666666,UR nominee
2021,Coldplay,Everyday Life,album-of-the-year,nominee,Coldplay,Coldplay,white,,,14,0.5416666666666666,white nominee
2021,Jacob Collier,Djesse Vol. 3,album-of-the-year,nominee,Jacob Collier,Jacob Collier,UR,,,15,0.5416666666666666,UR nominee
2021,Haim,Women in Music Pt. III,album-of-the-year,nominee,Haim,Haim,white,,,16,0.5416666666666666,white nominee
2021,Dua Lipa,Future Nostalgia,album-of-the-year,nominee,Dua Lipa,Dua Lipa,white,,,17,0.5416666666666666,white nominee
2021,Post Malone,Hollywood’s Bleeding,album-of-the-year,nominee,Post Malone,Post Malone,white,,,18,0.5416666666666666,white nominee
2020,"Where Do We Go?, Billie Eilish","When We All Fall Asleep, Where Do We Go?",album-of-the-year,winner,Where Do We Go Billie Eilish,"Where Do We Go?, Billie Eilish",white,,,19,0.5833333333333334,white winner
2020,Bon Iver,"i, i",album-of-the-year,nominee,Bon Iver,Bon Iver,white,,,20,0.5833333333333334,white nominee
2020,Lana Del Rey,Norman Fucking Rockwell,album-of-the-year,nominee,Lana Del Rey,Lana Del Rey,white,,,21,0.5833333333333334,white nominee
2020,H.E.R.,I Used to Know Her,album-of-the-year,nominee,HER,H.E.R.,UR,,,22,0.5833333333333334,UR nominee
2020,Ariana Grande,"Thank U, Next",album-of-the-year,nominee,Ariana Grande,Ariana Grande,white,,,23,0.5833333333333334,white nominee
2020,Lil Nas X,7,album-of-the-year,nominee,Lil Nas X,Lil Nas X,UR,,,24,0.5833333333333334,UR nominee
2020,Lizzo,Cuz I Love You (Deluxe),album-of-the-year,nominee,Lizzo,Lizzo,UR,,,25,0.5833333333333334,UR nominee
2020,Vampire Weekend,Father of the Bride,album-of-the-year,nominee,Vampire Weekend,Vampire Weekend,white,,,26,0.5833333333333334,white nominee
2019,Kacey Musgraves,Golden Hour,album-of-the-year,winner,Kacey Musgraves,Kacey Musgraves,white,,,27,0.5416666666666666,white winner
2019,Cardi B,Invasion of Privacy,album-of-the-year,nominee,Cardi B,Cardi B,UR,,,28,0.5416666666666666,UR nominee
2019,Brandi Carlile,"By the Way, I Forgive You",album-of-the-year,nominee,Brandi Carlile,Brandi Carlile,white,,,29,0.5416666666666666,white nominee
2019,Drake,Scorpion,album-of-the-year,nominee,Drake,Drake,UR,,,30,0.5416666666666666,UR nominee
2019,H.E.R.,H.E.R.,album-of-the-year,nominee,HER,H.E.R.,UR,,,31,0.5416666666666666,UR nominee
2019,Kendrick Lamar & others,Black Panther: The Album,album-of-the-year,nominee,Kendrick Lamar  others,Kendrick Lamar & others,UR,,,32,0.5416666666666666,UR nominee
2019,Post Malone,Beerbongs & Bentleys,album-of-the-year,nominee,Post Malone,Post Malone,white,,,33,0.5416666666666666,white nominee
2019,Janelle Monae,Dirty Computer,album-of-the-year,nominee,Janelle Monae,Janelle Monae,UR,,,34,0.5416666666666666,UR nominee
2018,Bruno Mars,24K Magic,album-of-the-year,winner,Bruno Mars,Bruno Mars,UR,,,35,0.8666666666666667,UR winner
2018,Childish Gambino,Awaken My Love,album-of-the-year,nominee,Childish Gambino,Childish Gambino,UR,,,36,0.8666666666666667,UR nominee
2018,Jay-Z,4:44,album-of-the-year,nominee,JayZ,Jay-Z,UR,,,37,0.8666666666666667,UR nominee
2018,Kendrick Lamar,DAMN,album-of-the-year,nominee,Kendrick Lamar,Kendrick Lamar,UR,,,38,0.8666666666666667,UR nominee
2018,Lorde,Melodrama,album-of-the-year,nominee,Lorde,Lorde,white,,,39,0.8666666666666667,white nominee
2017,Adele,25,album-of-the-year,winner,Adele,Adele,white,,,40,0.4,white winner
2017,Beyonce,Lemonade,album-of-the-year,nominee,Beyonce,Beyonce,UR,,,41,0.4,UR nominee
2017,Justin Bieber,Purpose,album-of-the-year,nominee,Justin Bieber,Justin Bieber,white,,,42,0.4,white nominee
2017,Drake,Views,album-of-the-year,nominee,Drake,Drake,UR,,,43,0.4,UR nominee
2017,Sturgill Simpson,A Sailor’s Guide to Earth,album-of-the-year,nominee,Sturgill Simpson,Sturgill Simpson,white,,,44,0.4,white nominee
2016,Taylor Swift,1989,album-of-the-year,winner,Taylor Swift,Taylor Swift,white,,,45,0.4666666666666667,white winner
2016,Alabama Shakes,Sound & Color,album-of-the-year,nominee,Alabama Shakes,Alabama Shakes,UR,,,46,0.4666666666666667,UR nominee
2016,Kendrick Lamar,To Pimp a Butterfly,album-of-the-year,nominee,Kendrick Lamar,Kendrick Lamar,UR,,,47,0.4666666666666667,UR nominee
2016,Chris Stapleton,Traveller,album-of-the-year,nominee,Chris Stapleton,Chris Stapleton,white,,,48,0.4666666666666667,white nominee
2016,the Weeknd,Beauty Behind the Madness,album-of-the-year,nominee,the Weeknd,the Weeknd,UR,,,49,0.4666666666666667,UR nominee
2015,Beck,Morning Phase,album-of-the-year,winner,Beck,Beck,white,,,50,0.13333333333333333,white winner
2015,Beyonce,Beyonce,album-of-the-year,nominee,Beyonce,Beyonce,UR,,,51,0.13333333333333333,UR nominee
2015,Pharrell Williams,Girl,album-of-the-year,nominee,Pharrell Williams,Pharrell Williams,UR,,,52,0.13333333333333333,UR nominee
2015,Sam Smith,In the Lonely Hour,album-of-the-year,nominee,Sam Smith,Sam Smith,white,,,53,0.13333333333333333,white nominee
2015,Ed Sheeran,X,album-of-the-year,nominee,Ed Sheeran,Ed Sheeran,white,,,54,0.13333333333333333,white nominee
2014,Daft Punk,Random Access Memories,album-of-the-year,winner,Daft Punk,Daft Punk,white,,,55,0.3333333333333333,white winner
2014,Sara Bareilles,The Blessed Unrest,album-of-the-year,nominee,Sara Bareilles,Sara Bareilles,white,,,56,0.3333333333333333,white nominee
2014,Kendrick Lamar,"Good Kid, m.a.a.d City",album-of-the-year,nominee,Kendrick Lamar,Kendrick Lamar,UR,,,57,0.3333333333333333,UR nominee
2014,Macklemore & Ryan Lewis,The Heist,album-of-the-year,nominee,Macklemore  Ryan Lewis,Macklemore & Ryan Lewis,white,,,58,0.3333333333333333,white nominee
2014,Taylor Swift,Red,album-of-the-year,nominee,Taylor Swift,Taylor Swift,white,,,59,0.3333333333333333,white nominee
2013,Mumford & Sons,Babel,album-of-the-year,winner,Mumford  Sons,Mumford & Sons,white,,,60,0.3125,white winner
2013,Black Keys,El Camino,album-of-the-year,nominee,Black Keys,Black Keys,white,,,61,0.3125,white nominee
2013,Frank Ocean,Channel Orange,album-of-the-year,nominee,Frank Ocean,Frank Ocean,UR,,,62,0.3125,UR nominee
2013,fun.,Some Nights,album-of-the-year,nominee,fun,fun.,white,,,63,0.3125,white nominee
2013,Jack White,Blunderbuss,album-of-the-year,nominee,Jack White,Jack White,white,,,64,0.3125,white nominee
2012,Adele,21,album-of-the-year,winner,Adele,Adele,white,,,65,0.3333333333333333,white winner
2012,Foo Fighters,Wasting Light,album-of-the-year,nominee,Foo Fighters,Foo Fighters,white,,,66,0.3333333333333333,white nominee
2012,Lady Gaga,Born This Way,album-of-the-year,nominee,Lady Gaga,Lady Gaga,white,,,67,0.3333333333333333,white nominee
2012,Bruno Mars,Doo Wops and Hooligans,album-of-the-year,nominee,Bruno Mars,Bruno Mars,UR,,,68,0.3333333333333333,UR nominee
2012,Rihanna,Loud,album-of-the-year,nominee,Rihanna,Rihanna,UR,,,69,0.3333333333333333,UR nominee
2011,Arcade Fire,The Suburbs,album-of-the-year,winner,Arcade Fire,Arcade Fire,white,,,70,0.3333333333333333,white winner
2011,Eminem,Recovery,album-of-the-year,nominee,Eminem,Eminem,white,,,71,0.3333333333333333,white nominee
2011,Lady Antebellum,Need You Now,album-of-the-year,nominee,Lady Antebellum,Lady Antebellum,white,,,72,0.3333333333333333,white nominee
2011,Lady Gaga,The Fame Monster,album-of-the-year,nominee,Lady Gaga,Lady Gaga,white,,,73,0.3333333333333333,white nominee
2011,Katy Perry,Teenage Dream,album-of-the-year,nominee,Katy Perry,Katy Perry,white,,,74,0.3333333333333333,white nominee
2010,Taylor Swift,Fearless,album-of-the-year,winner,Taylor Swift,Taylor Swift,white,,,75,0.4,white winner
2010,Beyonce,I Am…Sasha Fierce,album-of-the-year,nominee,Beyonce,Beyonce,UR,,,76,0.4,UR nominee
2010,Black Eyed Peas,The E.N.D.,album-of-the-year,nominee,Black Eyed Peas,Black Eyed Peas,UR,,,77,0.4,UR nominee
2010,Lady Gaga,The Fame,album-of-the-year,nominee,Lady Gaga,Lady Gaga,white,,,78,0.4,white nominee
2010,Dave Matthews Band,Big Whiskey and the GrooGrux King,album-of-the-year,nominee,Dave Matthews Band,Dave Matthews Band,white,,,79,0.4,white nominee
2009,Robert Plant & Alison Krauss,Raising Sand,album-of-the-year,winner,Robert Plant  Alison Krauss,Robert Plant & Alison Krauss,white,,,80,0.3333333333333333,white winner
2009,Coldplay,Viva la Vida or Death and All His Friends,album-of-the-year,nominee,Coldplay,Coldplay,white,,,81,0.3333333333333333,white nominee
2009,Ne-Yo,Year of the Gentleman,album-of-the-year,nominee,NeYo,Ne-Yo,UR,,,82,0.3333333333333333,UR nominee
2009,Radiohead,In Rainbows,album-of-the-year,nominee,Radiohead,Radiohead,white,,,83,0.3333333333333333,white nominee
2009,Lil Wayne,Tha Carter III,album-of-the-year,nominee,Lil Wayne,Lil Wayne,UR,,,84,0.3333333333333333,UR nominee
2008,Herbie Hancock,River: The Joni Letters,album-of-the-year,winner,Herbie Hancock,Herbie Hancock,UR,,,85,0.3333333333333333,UR winner
2008,Foo Fighters,"Echoes, Silence, Patience & Grace",album-of-the-year,nominee,Foo Fighters,Foo Fighters,white,,,86,0.3333333333333333,white nominee
2008,Vince Gill,These Days,album-of-the-year,nominee,Vince Gill,Vince Gill,white,,,87,0.3333333333333333,white nominee
2008,Kanye West,Graduation,album-of-the-year,nominee,Kanye West,Kanye West,UR,,,88,0.3333333333333333,UR nominee
2008,Amy Winehouse,Back to Black,album-of-the-year,nominee,Amy Winehouse,Amy Winehouse,white,,,89,0.3333333333333333,white nominee
2007,Dixie Chicks,Taking the Long Way,album-of-the-year,winner,Dixie Chicks,Dixie Chicks,white,,,90,0.4,white winner
2007,Gnarls Barkley,St. Elsewhere,album-of-the-year,nominee,Gnarls Barkley,Gnarls Barkley,UR,,,91,0.4,UR nominee
2007,John Mayer,Continuum,album-of-the-year,nominee,John Mayer,John Mayer,white,,,92,0.4,white nominee
2007,Red Hot Chili Peppers,Stadium Arcadium,album-of-the-year,nominee,Red Hot Chili Peppers,Red Hot Chili Peppers,white,,,93,0.4,white nominee
2007,Justin Timberlake,FutureSex/LoveSounds,album-of-the-year,nominee,Justin Timberlake,Justin Timberlake,white,,,94,0.4,white nominee
2006,U2,How to Dismantle an Atomic Bomb,album-of-the-year,winner,U2,U2,white,,,95,0.4,white winner
2006,Mariah Carey,The Emancipation of Mimi,album-of-the-year,nominee,Mariah Carey,Mariah Carey,UR,,,96,0.4,UR nominee
2006,Paul McCartney,Chaos and Creation in the Backyard,album-of-the-year,nominee,Paul McCartney,Paul McCartney,white,,,97,0.4,white nominee
2006,Gwen Stefani,Love.Angel.Music.Baby,album-of-the-year,nominee,Gwen Stefani,Gwen Stefani,white,,,98,0.4,white nominee
2006,Kanye West,Late Registration,album-of-the-year,nominee,Kanye West,Kanye West,UR,,,99,0.4,UR nominee
2005,Ray Charles,Genius Loves Company,album-of-the-year,winner,Ray Charles,Ray Charles,UR,,,100,0.6666666666666666,UR winner
2005,Green Day,American Idiot,album-of-the-year,nominee,Green Day,Green Day,white,,,101,0.6666666666666666,white nominee
2005,Alicia Keys,The Diary of Alicia Keys,album-of-the-year,nominee,Alicia Keys,Alicia Keys,UR,,,102,0.6666666666666666,UR nominee
2005,Usher,Confessions,album-of-the-year,nominee,Usher,Usher,UR,,,103,0.6666666666666666,UR nominee
2005,Kanye West,The College Dropout,album-of-the-year,nominee,Kanye West,Kanye West,UR,,,104,0.6666666666666666,UR nominee
2004,Outkast,Speakerboxxx/The Love Below,album-of-the-year,winner,Outkast,Outkast,UR,,,105,0.4666666666666667,UR winner
2004,Missy Elliott,Under Construction,album-of-the-year,nominee,Missy Elliott,Missy Elliott,UR,,,106,0.4666666666666667,UR nominee
2004,Evanescence,Fallen,album-of-the-year,nominee,Evanescence,Evanescence,white,,,107,0.4666666666666667,white nominee
2004,Justin Timberlake,Justified,album-of-the-year,nominee,Justin Timberlake,Justin Timberlake,white,,,108,0.4666666666666667,white nominee
2004,White Stripes,Elephant,album-of-the-year,nominee,White Stripes,White Stripes,white,,,109,0.4666666666666667,white nominee
2003,Norah Jones,Come Away With Me,album-of-the-year,winner,Norah Jones,Norah Jones,UR,,,110,0.4,UR winner
2003,Dixie Chicks,Home,album-of-the-year,nominee,Dixie Chicks,Dixie Chicks,white,,,111,0.4,white nominee
2003,Eminem,The Eminem Show,album-of-the-year,nominee,Eminem,Eminem,white,,,112,0.4,white nominee
2003,Nelly,Nellyville,album-of-the-year,nominee,Nelly,Nelly,UR,,,113,0.4,UR nominee
2003,Bruce Springsteen,The Rising,album-of-the-year,nominee,Bruce Springsteen,Bruce Springsteen,white,,,114,0.4,white nominee
2002,"Where Art Thou?, soundtrack","O Brother, Where Art Thou?",album-of-the-year,winner,Where Art Thou soundtrack,"Where Art Thou?, soundtrack",white,,,115,0.5333333333333333,white winner
2002,India.Arie,Acoustic Soul,album-of-the-year,nominee,IndiaArie,India.Arie,UR,,,116,0.5333333333333333,UR nominee
2002,Bob Dylan,Love and Theft,album-of-the-year,nominee,Bob Dylan,Bob Dylan,UR,,,117,0.5333333333333333,UR nominee
2002,Outkast,Stankonia,album-of-the-year,nominee,Outkast,Outkast,UR,,,118,0.5333333333333333,UR nominee
2002,U2,All That You Can’t Leave Behind,album-of-the-year,nominee,U2,U2,white,,,119,0.5333333333333333,white nominee
2001,Steely Dan,Two Against Nature,album-of-the-year,winner,Steely Dan,Steely Dan,white,,,120,0.26666666666666666,white winner
2001,Beck,Midnite Vultures,album-of-the-year,nominee,Beck,Beck,white,,,121,0.26666666666666666,white nominee
2001,Eminem,The Marshall Mathers LP,album-of-the-year,nominee,Eminem,Eminem,white,,,122,0.26666666666666666,white nominee
2001,Radiohead,Kid A,album-of-the-year,nominee,Radiohead,Radiohead,white,,,123,0.26666666666666666,white nominee
2001,Paul Simon,You’re the One,album-of-the-year,nominee,Paul Simon,Paul Simon,white,,,124,0.26666666666666666,white nominee
2000,Santana,Supernatural,album-of-the-year,winner,Santana,Santana,UR,,,125,0.4,UR winner
2000,Backstreet Boys,Millennium,album-of-the-year,nominee,Backstreet Boys,Backstreet Boys,white,,,126,0.4,white nominee
2000,Dixie Chicks,Fly,album-of-the-year,nominee,Dixie Chicks,Dixie Chicks,white,,,127,0.4,white nominee
2000,Diana Krall,When I Look in Your Eyes,album-of-the-year,nominee,Diana Krall,Diana Krall,white,,,128,0.4,white nominee
2000,TLC,FanMail,album-of-the-year,nominee,TLC,TLC,UR,,,129,0.4,UR nominee
1999,Lauryn Hill,The Miseducation of Lauryn Hill,album-of-the-year,winner,Lauryn Hill,Lauryn Hill,UR,,,130,0.2,UR winner
1999,Madonna,Ray of Light,album-of-the-year,nominee,Madonna,Madonna,white,,,131,0.2,white nominee
1999,Sheryl Crow,The Globe Sessions,album-of-the-year,nominee,Sheryl Crow,Sheryl Crow,white,,,132,0.2,white nominee
1999,Garbage,Version 2.0,album-of-the-year,nominee,Garbage,Garbage,white,,,133,0.2,white nominee
1999,Shania Twain,Come on Over,album-of-the-year,nominee,Shania Twain,Shania Twain,white,,,134,0.2,white nominee
1998,Bob Dylan,Time Out of Mind,album-of-the-year,winner,Bob Dylan,Bob Dylan,UR,,,135,0.3333333333333333,UR winner
1998,Babyface,The Day,album-of-the-year,nominee,Babyface,Babyface,UR,,,136,0.3333333333333333,UR nominee
1998,Paula Cole,This Fire,album-of-the-year,nominee,Paula Cole,Paula Cole,white,,,137,0.3333333333333333,white nominee
1998,Paul McCartney,Flaming Pie,album-of-the-year,nominee,Paul McCartney,Paul McCartney,white,,,138,0.3333333333333333,white nominee
1998,Radiohead,OK Computer,album-of-the-year,nominee,Radiohead,Radiohead,white,,,139,0.3333333333333333,white nominee
1997,Celine Dion,Falling Into You,album-of-the-year,winner,Celine Dion,Celine Dion,white,,,140,0.4,white winner
1997,Beck,Odelay,album-of-the-year,nominee,Beck,Beck,white,,,141,0.4,white nominee
1997,Fugees,The Score,album-of-the-year,nominee,Fugees,Fugees,UR,,,142,0.4,UR nominee
1997,Smashing Pumpkins,Mellon Collie and the Infinite Sadness,album-of-the-year,nominee,Smashing Pumpkins,Smashing Pumpkins,UR,,,143,0.4,UR nominee
1997,soundtrack,Waiting to Exhale,album-of-the-year,nominee,soundtrack,soundtrack,UR,,,144,0.4,UR nominee
1996,Alanis Morissette,Jagged Little Pill,album-of-the-year,winner,Alanis Morissette,Alanis Morissette,white,,,145,0.5333333333333333,white winner
1996,Mariah Carey,Daydream,album-of-the-year,nominee,Mariah Carey,Mariah Carey,UR,,,146,0.5333333333333333,UR nominee
1996,Michael Jackson,HIStory: Past Present and Future Book 1,album-of-the-year,nominee,Michael Jackson,Michael Jackson,UR,,,147,0.5333333333333333,UR nominee
1996,Joan Osborne,Relish,album-of-the-year,nominee,Joan Osborne,Joan Osborne,white,,,148,0.5333333333333333,white nominee
1996,Pearl Jam,Vitalogy,album-of-the-year,nominee,Pearl Jam,Pearl Jam,white,,,149,0.5333333333333333,white nominee
1995,Tony Bennett,MTV Unplugged,album-of-the-year,winner,Tony Bennett,Tony Bennett,white,,,150,0.2,white winner
1995,Zubin Mehta,"The Three Tenors in Concert 1994, Jose Carreras, Placido Domingo, Luciano Pavarotti",album-of-the-year,nominee,Zubin Mehta,Zubin Mehta,UR,,,151,0.2,UR nominee
1995,Eric Clapton,From the Cradle,album-of-the-year,nominee,Eric Clapton,Eric Clapton,white,,,152,0.2,white nominee
1995,Bonnie Raitt,Longing in Their Hearts,album-of-the-year,nominee,Bonnie Raitt,Bonnie Raitt,white,,,153,0.2,white nominee
1995,Seal,Seal,album-of-the-year,nominee,Seal,Seal,UR,,,154,0.2,UR nominee
1994,Whitney Houston,The Bodyguard soundtrack,album-of-the-year,winner,Whitney Houston,Whitney Houston,white,,,155,0.3333333333333333,white winner
1994,Donald Fagen,Kamakiriad,album-of-the-year,nominee,Donald Fagen,Donald Fagen,white,,,156,0.3333333333333333,white nominee
1994,Billy Joel,River of Dreams,album-of-the-year,nominee,Billy Joel,Billy Joel,white,,,157,0.3333333333333333,white nominee
1994,R.E.M.,Automatic for the People,album-of-the-year,nominee,REM,R.E.M.,white,,,158,0.3333333333333333,white nominee
1994,Sting,Ten Summoner’s Tales,album-of-the-year,nominee,Sting,Sting,white,,,159,0.3333333333333333,white nominee
1993,Eric Clapton,Unplugged,album-of-the-year,winner,Eric Clapton,Eric Clapton,white,,,160,0.3333333333333333,white winner
1993,k.d. lang,Ingenue,album-of-the-year,nominee,kd lang,k.d. lang,white,,,161,0.3333333333333333,white nominee
1993,Annie Lennox,Diva,album-of-the-year,nominee,Annie Lennox,Annie Lennox,white,,,162,0.3333333333333333,white nominee
1993,U2,Achtung Baby,album-of-the-year,nominee,U2,U2,white,,,163,0.3333333333333333,white nominee
1993,soundtrack,Beauty and the Beast,album-of-the-year,nominee,soundtrack,soundtrack,white,,,164,0.3333333333333333,white nominee
1992,Natalie Cole,Unforgettable…with Love,album-of-the-year,winner,Natalie Cole,Natalie Cole,UR,,,165,0.4,UR winner
1992,Amy Grant,Heart in Motion,album-of-the-year,nominee,Amy Grant,Amy Grant,white,,,166,0.4,white nominee
1992,Bonnie Raitt,Luck of the Draw,album-of-the-year,nominee,Bonnie Raitt,Bonnie Raitt,white,,,167,0.4,white nominee
1992,R.E.M.,Out of Time,album-of-the-year,nominee,REM,R.E.M.,white,,,168,0.4,white nominee
1992,Paul Simon,The Rhythm of the Saints,album-of-the-year,nominee,Paul Simon,Paul Simon,white,,,169,0.4,white nominee
1991,Quincy Jones,Back on the Block,album-of-the-year,winner,Quincy Jones,Quincy Jones,UR,,,170,0.4,UR winner
1991,Mariah Carey,Mariah Carey,album-of-the-year,nominee,Mariah Carey,Mariah Carey,UR,,,171,0.4,UR nominee
1991,Phil Collins,…But Seriously,album-of-the-year,nominee,Phil Collins,Phil Collins,white,,,172,0.4,white nominee
1991,MC Hammer,"Please, Hammer, Don’t Hurt ‘Em",album-of-the-year,nominee,MC Hammer,MC Hammer,UR,,,173,0.4,UR nominee
1991,Wilson Phillips,Wilson Phillips,album-of-the-year,nominee,Wilson Phillips,Wilson Phillips,white,,,174,0.4,white nominee
1990,Bonnie Raitt,Nick of Time,album-of-the-year,winner,Bonnie Raitt,Bonnie Raitt,white,,,175,0.4,white winner
1990,Don Henley,The End of the Innocence,album-of-the-year,nominee,Don Henley,Don Henley,white,,,176,0.4,white nominee
1990,Fine Young Cannibals,The Raw and the Cooked,album-of-the-year,nominee,Fine Young Cannibals,Fine Young Cannibals,UR,,,177,0.4,UR nominee
1990,Tom Petty,Full Moon Fever,album-of-the-year,nominee,Tom Petty,Tom Petty,white,,,178,0.4,white nominee
1990,Traveling Wilburys,Traveling Wilburys Vol. 1,album-of-the-year,nominee,Traveling Wilburys,Traveling Wilburys,white,,,179,0.4,white nominee
2022,Silk Sonic,Leave the Door Open,record-of-the-year,winner,Silk Sonic,Silk Sonic,UR,,,180,0.6666666666666666,UR winner
2022,Abba,I Still Have Faith in You,record-of-the-year,nominee,Abba,Abba,white,,,181,0.6666666666666666,white nominee
2022,Jon Batiste,Freedom,record-of-the-year,nominee,Jon Batiste,Jon Batiste,UR,,,182,0.6666666666666666,UR nominee
2022,Tony Bennett & Lady Gaga,I Get a Kick Out of You,record-of-the-year,nominee,Tony Bennett  Lady Gaga,Tony Bennett & Lady Gaga,white,,,183,0.6666666666666666,white nominee
2022,Justin Bieber featuring Daniel Caesar & Giveon,Peaches,record-of-the-year,nominee,Justin Bieber featuring Daniel Caesar  Giveon,Justin Bieber featuring Daniel Caesar & Giveon,UR,shared,,184,0.6666666666666666,UR nominee
